classification;digit;code;OJI;OPI;OSI;CAI
kldb92;4;6913;2;3;2;2
kldb92;4;6914;1;1;2;1
kldb92;4;6915;1;1;1;1
kldb92;4;6916;2;1;3;1
kldb92;4;6918;1;1;1;1
kldb92;4;6919;1;1;2;1
kldb92;4;6920;3;2;5;1
kldb92;4;6922;3;3;6;1
kldb92;4;6950;1;1;2;2
kldb92;4;6951;2;2;3;4
kldb92;4;6952;2;3;3;5
kldb92;4;6953;2;1;3;4
kldb92;4;6954;3;2;6;1
kldb92;4;6955;1;1;2;1
kldb92;4;6956;1;1;2;2
kldb92;4;6959;2;1;3;2
kldb92;4;7010;5;4;9;4
kldb92;4;7011;3;3;4;3
kldb92;4;7012;4;3;7;2
kldb92;4;7013;4;3;7;3
kldb92;4;7018;4;3;7;3
kldb92;4;7019;3;3;6;3
kldb92;4;7020;4;4;7;5
kldb92;4;7021;3;3;5;3
kldb92;4;7023;4;4;7;5
kldb92;4;7024;7;6;9;8
kldb92;4;7030;3;3;6;3
kldb92;4;7031;3;1;5;2
kldb92;4;7032;4;3;7;1
kldb92;4;7033;2;2;4;3
kldb92;4;7034;2;1;3;1
kldb92;4;7035;3;2;5;2
kldb92;4;7036;3;2;4;1
kldb92;4;7038;3;1;6;1
kldb92;4;7040;3;2;5;3
kldb92;4;7041;3;3;5;3
kldb92;4;7042;3;2;5;3
kldb92;4;7045;3;3;4;2
kldb92;4;7048;3;3;5;3
kldb92;4;7049;3;2;5;3
kldb92;4;7051;4;4;6;6
kldb92;4;7052;4;4;6;6
kldb92;4;7053;4;4;5;6
kldb92;4;7055;5;4;7;6
kldb92;4;7056;5;4;7;8
kldb92;4;7058;4;4;6;6
kldb92;4;7061;4;4;6;5
kldb92;4;7062;4;4;6;5
kldb92;4;7110;8;5;10;7
kldb92;4;7111;9;7;10;6
kldb92;4;7112;8;5;10;6
kldb92;4;7113;9;6;10;7
kldb92;4;7120;9;7;10;4
kldb92;4;7121;7;4;10;3
kldb92;4;7122;8;7;10;4
kldb92;4;7124;8;6;10;3
kldb92;4;7126;8;6;10;4
kldb92;4;7132;5;5;9;6
kldb92;4;7133;7;6;10;7
kldb92;4;7134;7;6;9;6
kldb92;4;7135;5;4;9;6
kldb92;4;7140;6;6;7;7
kldb92;4;7142;6;5;9;6
kldb92;4;7143;7;5;10;7
kldb92;4;7144;7;7;9;6
kldb92;4;7145;7;7;9;8
kldb92;4;7149;6;5;9;3
kldb92;4;7150;8;7;10;7
kldb92;4;7151;8;7;10;7
kldb92;4;7160;10;10;10;8
kldb92;4;7161;9;8;10;8
kldb92;4;7162;8;8;10;8
kldb92;4;7163;10;10;10;8
kldb92;4;7211;8;8;9;7
kldb92;4;7214;8;8;9;7
kldb92;4;7218;8;8;8;7
kldb92;4;7230;9;9;9;6
kldb92;4;7248;7;6;9;6
kldb92;4;7261;8;6;10;6
kldb92;4;7264;7;5;10;6
kldb92;4;7265;8;7;10;7
kldb92;4;7320;6;7;6;7
kldb92;4;7321;6;7;3;5
kldb92;4;7322;6;7;6;6
kldb92;4;7323;8;7;9;7
kldb92;4;7327;8;7;9;7
kldb92;4;7353;4;3;9;2
kldb92;4;7354;4;3;9;4
kldb92;4;7410;7;7;6;7
kldb92;4;7411;6;7;6;8
kldb92;4;7413;7;7;7;8
kldb92;4;7414;6;7;6;8
kldb92;4;7415;6;7;6;8
kldb92;4;7416;6;7;5;8
kldb92;4;7417;6;7;6;8
kldb92;4;7419;6;7;6;8
kldb92;4;7420;6;6;8;8
kldb92;4;7421;6;7;7;9
kldb92;4;7429;8;7;10;8
kldb92;4;7431;8;9;9;8
kldb92;4;7432;8;8;8;9
kldb92;4;7440;7;8;8;6
kldb92;4;7441;10;7;10;4
kldb92;4;7442;7;6;9;6
kldb92;4;7443;7;7;6;7
kldb92;4;7444;10;9;10;8
kldb92;4;7445;8;9;8;7
kldb92;4;7446;8;7;10;7
kldb92;4;7448;8;8;9;6
kldb92;4;7449;9;8;10;6
kldb92;4;7501;3;2;6;2
kldb92;4;7502;4;3;8;5
kldb92;4;7503;3;3;5;2
kldb92;4;7510;5;4;9;6
kldb92;4;7511;3;3;4;3
kldb92;4;7512;3;3;5;3
kldb92;4;7513;3;3;7;3
kldb92;4;7515;2;1;3;2
kldb92;4;7516;5;4;7;5
kldb92;4;7518;2;2;4;3
kldb92;4;7519;4;2;8;2
kldb92;4;7530;2;1;4;1
kldb92;4;7531;2;1;3;1
kldb92;4;7532;1;1;2;1
kldb92;4;7535;1;1;2;1
kldb92;4;7539;2;1;3;1
kldb92;4;7541;1;1;1;1
kldb92;4;7545;1;1;2;1
kldb92;4;7550;2;1;4;1
kldb92;4;7551;3;1;5;1
kldb92;4;7558;3;1;4;1
kldb92;4;7561;3;2;4;3
kldb92;4;7562;1;1;2;1
kldb92;4;7564;4;4;5;5
kldb92;4;7570;3;1;5;1
kldb92;4;7571;2;1;4;1
kldb92;4;7572;2;1;3;1
kldb92;4;7574;2;1;4;1
kldb92;4;7611;3;1;6;2
kldb92;4;7613;4;1;7;4
kldb92;4;7632;3;3;5;1
kldb92;4;7633;2;3;2;2
kldb92;4;7640;2;2;3;2
kldb92;4;7642;1;2;2;1
kldb92;4;7643;1;1;2;2
kldb92;4;7644;3;1;6;1
kldb92;4;7646;2;1;3;1
kldb92;4;7650;2;2;3;2
kldb92;4;7651;2;1;3;1
kldb92;4;7652;1;1;2;3
kldb92;4;7653;2;1;2;1
kldb92;4;7654;2;2;3;1
kldb92;4;7655;2;2;3;1
kldb92;4;7656;1;1;1;1
kldb92;4;7659;1;1;1;1
kldb92;4;7711;1;1;2;1
kldb92;4;7712;2;2;2;2
kldb92;4;7713;2;2;3;1
kldb92;4;7714;2;3;2;2
kldb92;4;7715;2;3;3;1
kldb92;4;7716;1;2;1;1
kldb92;4;7720;1;2;2;2
kldb92;4;7721;2;1;3;1
kldb92;4;7722;2;1;3;1
kldb92;4;7723;1;1;1;1
kldb92;4;7724;1;1;1;1
kldb92;4;7726;3;1;5;1
kldb92;4;7729;1;1;2;1
kldb92;4;7730;6;4;9;3
kldb92;4;7731;6;5;10;5
kldb92;4;7732;5;4;9;3
kldb92;4;7733;4;4;8;3
kldb92;4;7734;5;4;9;3
kldb92;4;7741;3;1;6;1
kldb92;4;7742;3;1;7;1
kldb92;4;7743;3;1;7;1
kldb92;4;7744;4;2;8;1
kldb92;4;7745;4;2;8;1
kldb92;4;7750;2;1;5;1
kldb92;4;7751;3;1;6;2
kldb92;4;7752;2;1;5;1
kldb92;4;7761;3;1;7;1
kldb92;4;7762;3;1;6;1
kldb92;4;7763;3;1;6;2
kldb92;4;7764;3;1;7;1
kldb92;4;7771;3;1;5;1
kldb92;4;7772;3;1;5;1
kldb92;4;7781;4;3;7;3
kldb92;4;7782;3;2;7;1
kldb92;4;7783;4;2;8;1
kldb92;4;7784;4;2;9;2
kldb92;4;7791;3;1;6;1
kldb92;4;7792;2;1;4;1
kldb92;4;7798;2;1;5;1
kldb92;4;7800;3;4;2;3
kldb92;4;7801;2;3;1;3
kldb92;4;7802;2;3;1;3
kldb92;4;7803;1;2;1;2
kldb92;4;7804;2;3;2;3
kldb92;4;7805;3;3;3;4
kldb92;4;7806;2;3;2;3
kldb92;4;7820;1;2;1;4
kldb92;4;7824;1;2;1;3
kldb92;4;7825;2;3;1;4
kldb92;4;7832;2;2;2;3
kldb92;4;7840;3;3;1;3
kldb92;4;7843;1;4;1;3
kldb92;4;7844;2;3;1;4
kldb92;4;7851;1;2;1;4
kldb92;4;7852;2;3;2;3
kldb92;4;7856;2;3;2;3
kldb92;4;7861;1;1;1;4
kldb92;4;7862;1;1;2;1
kldb92;4;7863;1;2;1;2
kldb92;4;7870;1;2;1;3
kldb92;4;7871;2;2;2;3
kldb92;4;7872;1;3;1;4
kldb92;4;7873;2;2;2;2
kldb92;4;7874;3;3;2;1
kldb92;4;7875;5;4;7;5
kldb92;4;7876;2;3;1;3
kldb92;4;7878;2;2;3;3
kldb92;4;7879;4;4;4;5
kldb92;4;7880;1;2;1;3
kldb92;4;7881;1;3;1;3
kldb92;4;7882;2;3;1;3
kldb92;4;7883;1;1;1;1
kldb92;4;7884;2;3;2;3
kldb92;4;7885;3;4;2;5
kldb92;4;7886;3;4;1;4
kldb92;4;7888;3;4;3;4
kldb92;4;7889;2;3;1;4
kldb92;4;7890;1;2;1;3
kldb92;4;7891;2;2;2;2
kldb92;4;7892;1;1;1;2
kldb92;4;7894;2;2;2;3
kldb92;4;7899;2;3;1;4
kldb92;4;7910;8;6;10;7
kldb92;4;7911;8;6;10;7
kldb92;4;7912;8;6;10;7
kldb92;4;7913;8;6;10;7
kldb92;4;7920;6;5;10;6
kldb92;4;7923;6;5;9;7
kldb92;4;7924;5;5;8;7
kldb92;4;7925;6;6;9;7
kldb92;4;7926;6;6;8;6
kldb92;4;7928;7;7;9;8
kldb92;4;7929;6;5;8;6
kldb92;4;7930;5;4;7;6
kldb92;4;7940;9;10;9;8
kldb92;4;7942;7;7;8;8
kldb92;4;7944;8;7;9;8
kldb92;4;7945;8;8;9;8
kldb92;4;7949;7;6;9;8
kldb92;4;7951;8;8;9;10
kldb92;4;7952;9;8;9;10
kldb92;4;7954;9;9;9;10
kldb92;4;7960;6;7;3;7
kldb92;4;7962;4;6;3;7
kldb92;4;7963;5;6;3;7
kldb92;4;7964;7;7;4;8
kldb92;4;8011;7;5;10;6
kldb92;4;8012;6;4;9;6
kldb92;4;8013;6;4;9;7
kldb92;4;8014;6;5;9;7
kldb92;4;8020;10;10;10;10
kldb92;4;8021;9;7;10;9
kldb92;4;8022;9;7;10;10
kldb92;4;8023;10;10;10;10
kldb92;4;8025;7;6;10;8
kldb92;4;8030;8;8;9;8
kldb92;4;8031;7;6;8;8
kldb92;4;8032;8;8;9;9
kldb92;4;8033;9;8;9;9
kldb92;4;8035;8;7;9;8
kldb92;4;8038;9;10;9;8
kldb92;4;8039;9;9;9;9
kldb92;4;8041;7;10;3;10
kldb92;4;8042;8;10;6;10
kldb92;4;8050;7;6;9;8
kldb92;4;8051;8;7;9;8
kldb92;4;8052;8;7;9;8
kldb92;4;8055;8;6;9;8
kldb92;4;8111;2;1;4;1
kldb92;4;8112;3;1;6;1
kldb92;4;8121;1;1;1;1
kldb92;4;8130;1;1;2;1
kldb92;4;8131;2;1;4;1
kldb92;4;8132;1;1;2;1
kldb92;4;8133;1;1;2;1
kldb92;4;8134;1;1;2;1
kldb92;4;8135;1;1;2;1
kldb92;4;8136;2;1;3;1
kldb92;4;8138;2;1;2;1
kldb92;4;8141;5;4;9;5
kldb92;4;8142;5;4;7;5
kldb92;4;8211;3;1;7;2
kldb92;4;8213;3;1;8;1
kldb92;4;8214;3;1;6;2
kldb92;4;8215;4;1;8;1
kldb92;4;8216;4;1;7;2
kldb92;4;8219;3;1;6;1
kldb92;4;8221;1;1;2;4
kldb92;4;8222;2;1;2;2
kldb92;4;8231;2;3;2;4
kldb92;4;8232;3;4;3;6
kldb92;4;8233;3;4;2;6
kldb92;4;8234;4;4;4;6
kldb92;4;8235;3;4;3;6
kldb92;4;8236;4;4;4;6
kldb92;4;8237;3;4;3;5
kldb92;4;8238;3;4;1;7
kldb92;4;8310;6;5;9;6
kldb92;4;8312;5;4;8;5
kldb92;4;8314;5;4;8;4
kldb92;4;8316;5;4;7;4
kldb92;4;8321;6;5;8;6
kldb92;4;8322;6;5;8;6
kldb92;4;8325;7;6;9;7
kldb92;4;8326;6;5;9;6
kldb92;4;8327;6;5;8;6
kldb92;4;8328;7;6;9;7
kldb92;4;8329;6;5;8;6
kldb92;4;8330;5;5;7;6
kldb92;4;8331;5;5;7;6
kldb92;4;8332;5;5;7;6
kldb92;4;8333;5;5;7;6
kldb92;4;8340;3;4;4;6
kldb92;4;8341;4;4;5;6
kldb92;4;8342;3;3;5;6
kldb92;4;8343;4;3;7;4
kldb92;4;8344;4;4;4;6
kldb92;4;8346;3;4;5;6
kldb92;4;8349;4;4;5;6
kldb92;4;8351;6;5;7;6
kldb92;4;8352;8;7;9;6
kldb92;4;8353;5;5;7;6
kldb92;4;8354;5;4;8;5
kldb92;4;8355;7;7;8;7
kldb92;4;8356;6;5;8;6
kldb92;4;8358;6;5;8;6
kldb92;4;8359;6;6;7;6
kldb92;4;8361;6;6;5;7
kldb92;4;8363;4;4;4;6
kldb92;4;8364;4;4;5;6
kldb92;4;8370;4;4;4;5
kldb92;4;8373;5;5;6;5
kldb92;4;8375;5;5;5;5
kldb92;4;8379;5;5;5;5
kldb92;4;8383;6;7;7;5
kldb92;4;8384;6;6;7;5
kldb92;4;8389;6;6;7;5
kldb92;4;8390;5;5;4;7
kldb92;4;8410;7;5;10;5
kldb92;4;8411;8;5;10;5
kldb92;4;8412;8;7;10;7
kldb92;4;8413;8;6;10;6
kldb92;4;8414;8;6;10;6
kldb92;4;8415;8;6;10;7
kldb92;4;8416;8;6;10;6
kldb92;4;8418;6;5;10;6
kldb92;4;8419;9;6;10;8
kldb92;4;8420;5;6;5;6
kldb92;4;8421;6;6;7;6
kldb92;4;8431;7;7;8;7
kldb92;4;8441;5;5;6;6
kldb92;4;8511;6;6;7;5
kldb92;4;8520;5;6;2;2
kldb92;4;8521;6;6;7;5
kldb92;4;8522;6;7;5;5
kldb92;4;8523;7;7;7;8
kldb92;4;8524;5;6;4;5
kldb92;4;8525;6;6;6;6
kldb92;4;8530;10;8;10;6
kldb92;4;8531;8;7;9;6
kldb92;4;8532;9;7;10;6
kldb92;4;8533;7;6;10;5
kldb92;4;8534;10;9;10;7
kldb92;4;8535;10;9;10;8
kldb92;4;8536;9;7;10;4
kldb92;4;8538;9;7;10;5
kldb92;4;8539;9;8;10;5
kldb92;4;8541;9;8;9;6
kldb92;4;8542;10;10;10;8
kldb92;4;8551;6;6;6;6
kldb92;4;8552;5;4;6;5
kldb92;4;8560;4;4;4;4
kldb92;4;8561;4;5;4;4
kldb92;4;8562;4;5;3;7
kldb92;4;8563;5;6;4;6
kldb92;4;8564;3;3;3;4
kldb92;4;8570;6;6;6;6
kldb92;4;8571;6;5;8;7
kldb92;4;8572;10;8;10;5
kldb92;4;8573;6;6;7;6
kldb92;4;8574;6;6;7;6
kldb92;4;8575;7;6;8;6
kldb92;4;8580;5;6;5;6
kldb92;4;8591;2;4;1;4
kldb92;4;8592;3;5;2;4
kldb92;4;8594;4;5;1;3
kldb92;4;8595;4;4;2;5
kldb92;4;8599;4;4;2;5
kldb92;4;8610;4;4;5;5
kldb92;4;8611;4;4;6;5
kldb92;4;8613;6;5;9;6
kldb92;4;8614;4;4;5;5
kldb92;4;8615;4;4;6;5
kldb92;4;8616;4;4;5;5
kldb92;4;8619;4;4;6;4
kldb92;4;8620;5;5;5;5
kldb92;4;8621;5;5;5;4
kldb92;4;8627;5;5;5;4
kldb92;4;8630;5;6;5;2
kldb92;4;8631;5;6;2;1
kldb92;4;8632;5;5;5;4
kldb92;4;8633;7;5;9;2
kldb92;4;8637;5;5;6;2
kldb92;4;8639;4;5;4;4
kldb92;4;8640;10;9;10;4
kldb92;4;8641;8;7;9;4
kldb92;4;8642;8;7;9;4
kldb92;4;8647;10;9;10;4
kldb92;4;8649;8;7;9;5
kldb92;4;8650;6;6;8;5
kldb92;4;8660;6;6;8;5
kldb92;4;8667;8;7;9;5
kldb92;4;8670;5;6;4;2
kldb92;4;8681;1;2;1;1
kldb92;4;8682;3;3;4;2
kldb92;4;8683;3;4;4;4
kldb92;4;8684;3;4;3;3
kldb92;4;8690;4;5;3;6
kldb92;4;8691;3;4;3;6
kldb92;4;8694;5;5;6;4
kldb92;4;8697;4;4;3;4
kldb92;4;8701;5;5;6;2
kldb92;4;8702;5;4;7;2
kldb92;4;8708;5;4;8;2
kldb92;4;8711;4;3;7;1
kldb92;4;8712;4;4;4;3
kldb92;4;8713;2;3;2;4
kldb92;4;8714;3;4;4;3
kldb92;4;8719;4;4;4;3
kldb92;4;8721;5;4;7;4
kldb92;4;8728;5;4;7;3
kldb92;4;8731;5;5;4;4
kldb92;4;8732;5;5;5;5
kldb92;4;8733;5;5;6;5
kldb92;4;8734;5;5;6;2
kldb92;4;8735;4;5;4;3
kldb92;4;8736;5;5;5;4
kldb92;4;8738;5;4;8;3
kldb92;4;8739;4;4;5;3
kldb92;4;8740;4;4;5;3
kldb92;4;8742;5;4;6;4
kldb92;4;8743;4;4;6;5
kldb92;4;8745;5;5;6;5
kldb92;4;8748;4;4;7;3
kldb92;4;8749;5;4;7;3
kldb92;4;8751;5;5;6;4
kldb92;4;8752;4;4;5;2
kldb92;4;8753;4;4;5;3
kldb92;4;8754;5;4;5;3
kldb92;4;8760;6;7;5;4
kldb92;4;8764;6;7;5;6
kldb92;4;8765;6;6;5;5
kldb92;4;8766;6;6;6;6
kldb92;4;8768;6;6;5;5
kldb92;4;8769;6;6;6;3
kldb92;4;8781;6;6;7;7
kldb92;4;8793;4;4;4;2
kldb92;4;8794;3;4;3;2
kldb92;4;8795;4;5;4;5
kldb92;4;8796;4;4;4;3
kldb92;4;8798;4;5;4;3
kldb92;4;8799;5;5;6;2
kldb92;4;8801;3;4;2;6
kldb92;4;8802;3;3;3;5
kldb92;4;8803;2;3;2;6
kldb92;4;8810;2;3;1;3
kldb92;4;8811;1;2;1;3
kldb92;4;8813;2;1;3;2
kldb92;4;8814;1;2;1;3
kldb92;4;8815;1;1;1;4
kldb92;4;8821;3;4;3;4
kldb92;4;8824;3;4;3;6
kldb92;4;8825;4;5;3;6
kldb92;4;8826;3;3;4;4
kldb92;4;8828;4;4;5;4
kldb92;4;8829;3;3;4;4
kldb92;4;8830;3;4;2;5
kldb92;4;8831;4;5;3;6
kldb92;4;8832;3;4;2;6
kldb92;4;8833;3;4;2;6
kldb92;4;8834;3;3;3;5
kldb92;4;8835;3;4;3;5
kldb92;4;8836;3;4;2;5
kldb92;4;8838;3;4;2;5
kldb92;4;8840;3;2;3;3
kldb92;4;8841;2;2;2;3
kldb92;4;8842;2;2;3;4
kldb92;4;8843;2;2;2;3
kldb92;4;8846;3;2;3;3
kldb92;4;8850;3;3;2;3
kldb92;4;8851;3;4;3;2
kldb92;4;8852;3;4;3;2
kldb92;4;8855;3;4;3;4
kldb92;4;8860;2;2;2;1
kldb92;4;8862;2;2;1;1
kldb92;4;8863;2;3;2;2
kldb92;4;8866;1;2;1;1
kldb92;4;8869;2;2;1;1
kldb92;4;8871;1;2;1;1
kldb92;4;8872;3;3;3;1
kldb92;4;8910;4;2;8;1
kldb92;4;8911;4;3;7;1
kldb92;4;8912;4;3;9;1
kldb92;4;8913;3;3;6;1
kldb92;4;8916;4;3;7;1
kldb92;4;8941;5;4;8;2
kldb92;4;8942;5;4;8;3
kldb92;4;9010;6;7;5;10
kldb92;4;9012;6;7;4;10
kldb92;4;9020;4;4;3;6
kldb92;4;9022;3;5;2;8
kldb92;4;9023;4;5;2;8
kldb92;4;9025;4;5;3;8
kldb92;4;9110;7;7;9;9
kldb92;4;9111;7;6;9;8
kldb92;4;9112;7;7;9;8
kldb92;4;9114;9;7;10;8
kldb92;4;9115;6;7;7;8
kldb92;4;9118;7;7;9;7
kldb92;4;9120;9;8;10;9
kldb92;4;9121;8;7;9;8
kldb92;4;9125;10;9;10;8
kldb92;4;9127;8;9;8;9
kldb92;4;9129;7;6;9;8
kldb92;4;9140;7;5;9;7
kldb92;4;9141;7;6;9;7
kldb92;4;9142;7;5;9;7
kldb92;4;9145;7;5;10;6
kldb92;4;9146;7;5;10;7
kldb92;4;9149;7;6;10;7
kldb92;4;9150;6;6;7;9
kldb92;4;9151;7;7;8;8
kldb92;4;9152;7;6;8;8
kldb92;4;9153;8;9;8;10
kldb92;4;9154;8;7;8;10
kldb92;4;9159;7;7;8;8
kldb92;4;9210;5;6;4;7
kldb92;4;9211;5;6;4;7
kldb92;4;9212;6;7;4;7
kldb92;4;9215;6;6;5;7
kldb92;4;9218;4;4;3;6
kldb92;4;9230;6;7;4;7
kldb92;4;9232;7;8;6;8
kldb92;4;9233;7;8;6;8
kldb92;4;9237;6;7;6;6
kldb92;4;9238;6;6;6;7
kldb92;4;9310;10;9;10;8
kldb92;4;9312;9;8;9;9
kldb92;4;9314;8;8;7;9
kldb92;4;9315;8;9;9;9
kldb92;4;9317;9;9;9;8
kldb92;4;9319;10;10;9;9
kldb92;4;9340;8;8;8;8
kldb92;4;9341;9;9;8;8
kldb92;4;9343;8;8;8;7
kldb92;4;9350;8;10;7;9
kldb92;4;9352;8;10;6;10
kldb92;4;9354;8;9;6;9
kldb92;4;9357;9;10;7;9
kldb92;4;9360;10;9;9;9
kldb92;4;9361;8;9;8;8
kldb92;4;9369;10;10;9;9
kldb92;4;9370;10;10;9;9
kldb92;4;9371;10;10;8;8
kldb92;4;9372;10;10;9;9
kldb92;4;9374;10;10;9;9
kldb92;4;9711;3;4;4;8
kldb92;4;9821;3;4;3;6
kldb92;4;9931;5;5;5;5
kldb92;4;9941;4;7;1;6
kldb92;4;9951;4;5;2;5
kldb92;4;9971;3;4;2;4
